,municipio,V1,V2,V3,V8,V9,V10,V17,V20,V21,V25,V26,V34,V39,uf
169,APUAREMA,416.0,19.8432,2.84615,10.0962,78.6058,10.3365,45.901,23.7981,5.28846,333.396,200.0,34.2995,53.3654,BA
170,IGRAPIUNA,2245.0,14.0666,2.92205,6.14699,88.8196,0.846325,3.20287,1.3363,0.13363,708.209,0.0,18.6192,51.0468,BA
171,VILA BELA DA SANTISSIMA TRINDADE,1521.0,673.034,3.65549,2.6956,1.31492,95.1348,62.4732,60.1578,32.4129,5293.45,3479.02,41.6831,44.05,MT
172,JEQUIE,2657.0,62.3661,2.95822,12.3824,50.5834,25.1788,52.0019,26.1197,8.4682,881.276,0.0,20.4597,36.959,BA
173,CAMPINAPOLIS,831.0,349.025,5.1059,27.1961,1.08303,55.9567,60.668,38.5078,18.5319,3367.28,3171.11,33.213,35.6197,MT
174,NOVA NAZARE,275.0,480.242,8.20364,10.5455,0.727273,82.5455,60.9302,66.5455,13.0909,6150.47,3051.94,27.2727,40.0,MT
175,CAETITE,4555.0,15.0804,3.00834,26.7398,1.25137,68.1449,38.3415,42.7003,19.8683,818.9,0.0,21.3,68.0351,BA
176,CAMPINACU,472.0,247.854,3.23093,3.81356,0.211864,93.6441,69.867,54.661,40.0424,3438.47,2609.43,16.9492,46.822,GO
177,POCOES,2496.0,17.6873,3.01282,27.6442,12.3397,40.5849,62.2508,17.6683,12.8205,2605.36,0.0,11.1736,43.4696,BA
178,MIRANTE,1577.0,41.4439,3.04629,19.9746,8.68738,54.09,51.1731,33.3545,21.6867,1108.9,0.0,20.1015,51.5536,BA
179,MALHADA,1966.0,69.2935,3.88352,36.826,0.457782,59.9186,50.6618,42.7263,14.649,6365.64,1988.31,78.1282,61.1394,BA
180,BARRA DA ESTIVA,3774.0,23.0051,4.04743,7.20721,64.8119,12.5596,47.6651,8.24059,3.25914,1516.16,0.0,39.9046,56.9422,BA
181,ITAQUARA,586.0,35.2298,3.02389,24.4027,27.1331,21.1604,53.331,21.5017,4.60751,3189.2,0.0,65.529,71.3311,BA
182,CORIBE,1834.0,61.8526,3.03871,9.16031,2.1265,86.0414,63.2442,79.1712,8.7241,1340.94,3600.0,25.9542,56.5976,BA
183,MORRO DO CHAPEU,2471.0,65.5425,2.83367,31.6066,14.2048,48.2396,41.6767,32.9017,5.66572,1994.62,2296.21,12.3987,55.8074,BA
184,FIGUEIRAO,495.0,853.218,3.54747,3.23232,0.40404,93.9394,70.8224,77.7778,15.1515,1785.71,1952.73,24.8485,33.1313,MS
185,ABAIRA,919.0,12.8464,2.57018,31.2296,10.0109,56.5832,23.7008,37.1055,30.5767,587.846,0.0,1.52505,72.3613,BA
186,UBAIRA,3045.0,16.5437,2.24368,5.22167,78.0952,12.9064,49.119,16.0263,1.54351,723.186,0.0,12.1631,56.289,BA
187,LAJE,3942.0,9.68087,3.99264,44.7742,39.1426,14.0284,43.9368,11.999,0.558092,1201.23,0.0,30.6014,61.6692,BA
188,RIO DO PIRES,1406.0,11.4346,2.29587,31.01,0.640114,66.0028,50.5982,47.3684,16.3585,401.774,0.0,10.5974,67.7809,BA
189,JAGUARIPE,2067.0,20.899,4.08418,69.4243,17.9003,6.48283,20.2816,11.9981,0.580552,3690.64,0.0,19.6811,47.6052,BA
190,MILAGRES,267.0,86.7174,2.61798,16.1049,2.99625,77.5281,56.8086,34.0824,4.11985,2121.56,0.0,0.75188,49.8127,BA
191,PIATA,1991.0,13.8171,3.16876,18.4329,20.1909,59.769,53.2941,42.1899,15.1683,910.516,0.0,5.18892,57.4083,BA
192,SALINAS DA MARGARIDA,87.0,13.0053,5.32184,14.9425,16.092,16.092,9.25547,18.3908,1.14943,0.0,0.0,0.0,50.5747,BA
193,PORANGATU,1926.0,237.906,3.5379,7.06127,0.259605,91.5369,71.1943,67.4974,20.4569,3833.62,3152.63,20.5607,49.2731,GO
194,NOVA REDENCAO,1069.0,42.6157,3.44247,36.015,0.841908,53.0402,66.4668,45.7437,2.80636,2770.49,0.0,4.50281,63.4238,BA
195,ANDARAI,954.0,77.6889,3.22537,41.8239,2.51572,46.2264,54.9034,30.9224,4.61216,1380.64,0.0,6.26327,52.4109,BA
196,SAO MIGUEL DO ARAGUAIA,1083.0,537.851,3.56694,5.54017,0.277008,92.5208,73.269,79.0397,10.434,3459.88,2776.83,34.4414,38.0425,GO
197,IBIQUERA,582.0,87.2887,2.95704,36.7698,3.2646,54.2955,66.6138,44.1581,11.3402,1530.79,0.0,1.71821,61.512,BA
198,ARRAIAS,866.0,415.452,4.92956,12.0092,1.38568,82.7945,40.2454,78.9838,2.54042,2240.66,0.0,12.3699,42.7252,TO
199,NOVA UBIRATA,725.0,1081.35,5.39448,52.5517,0.689655,44.1379,13.7401,38.7586,9.37931,6273.53,3370.54,49.6542,46.6207,MT
200,IPABA,140.0,56.3722,2.99286,14.2857,10.0,70.0,23.5088,16.4286,39.2857,1149.52,0.0,3.62319,69.2857,MG
201,ALMADINA,197.0,97.4147,2.91371,3.04569,55.8376,41.1168,54.0348,38.0711,25.3807,7704.52,0.0,34.5178,51.269,BA
202,BARRA DO ROCHA,461.0,43.4934,3.53796,8.02603,67.8959,20.1735,35.449,22.5597,11.7137,1170.73,0.0,11.0629,46.8547,BA
203,BREJO,2416.0,28.3312,4.21523,57.4917,1.7798,28.4768,9.28435,24.0894,0.620861,2452.9,2703.39,40.076,62.7897,MA
204,NOVA MARINGA,288.0,2124.25,5.42014,31.5972,0.347222,64.9306,10.3746,45.8333,14.2361,5120.9,3242.94,43.75,40.2778,MT
205,BARRA DO MENDES,1995.0,29.3719,2.97845,48.9724,3.05764,47.1178,10.4204,26.6667,12.1805,994.536,0.0,2.5113,67.4185,BA
206,JATAI,1906.0,296.431,4.40923,30.4827,1.10178,65.0052,34.6096,38.9822,36.2539,6126.08,3444.27,43.5467,35.5194,GO
207,LAGOA DE PEDRAS,540.0,14.5311,4.38519,58.5185,1.48148,32.7778,61.1189,59.0741,8.33333,883.822,0.0,57.885,69.8148,RN
208,EUCLIDES DA CUNHA,5686.0,19.7317,3.42209,40.0106,1.74112,55.8565,46.6768,35.0334,10.9391,1222.0,400.0,9.38711,55.8213,BA
209,SAO JOSE DO XINGU,342.0,1789.92,6.4269,10.8187,0.0,80.7018,52.7984,69.883,11.6959,5835.56,3248.34,34.2105,28.0702,MT
210,LAGOA SALGADA,370.0,11.2791,4.75676,72.973,4.05405,19.7297,42.4552,54.8649,9.45946,438.333,0.0,29.7297,59.1892,RN
211,ORTIGUEIRA,2968.0,70.3552,2.92655,31.4016,0.842318,60.6806,45.0264,51.6846,12.1631,3022.63,2902.11,57.6391,42.4191,PR
212,PIMENTA BUENO,1241.0,221.048,2.42707,3.30379,6.28525,88.477,55.7034,68.332,8.38034,552.544,0.0,60.5963,55.1974,RO
213,NITEROI,22.0,29.7297,6.86364,9.09091,22.7273,36.3636,4.69992,0.0,13.6364,2000.0,0.0,9.09091,13.6364,RJ
214,CLAUDIA,706.0,307.425,3.03966,40.9348,2.83286,51.8414,11.7846,37.8187,19.83,5665.58,3417.51,36.1823,52.9745,MT
215,QUERENCIA,678.0,1230.37,8.61357,39.823,3.68732,53.6873,8.86123,52.3599,11.5044,6076.25,3527.8,44.1654,41.5929,MT
216,NOVA SANTA HELENA,361.0,451.251,2.89751,12.1884,5.81717,78.9474,47.148,65.097,15.7895,4796.02,3234.8,68.3333,49.0305,MT
217,SENADOR GUIOMARD,1454.0,121.881,3.42641,13.6864,9.00963,72.6272,71.089,52.751,11.8294,5051.99,0.0,41.2742,52.132,AC
218,PARAUAPEBAS,1297.0,67.8114,4.33385,20.8944,2.62143,54.973,70.6833,35.3894,15.7286,1889.12,0.0,20.9752,52.9684,PA
219,CUNHA,2287.0,35.5135,2.36948,5.8592,0.918234,87.7569,68.6096,38.4784,51.2024,2743.73,0.0,6.68999,57.1054,SP
220,GOIANESIA DO PARA,1357.0,259.09,3.31982,20.7811,1.76861,75.0184,59.8718,55.8585,19.7494,3734.76,3099.17,16.3596,63.6699,PA
221,ALTA FLORESTA,1675.0,436.599,3.39761,4.83582,4.53731,86.7463,50.1531,62.3284,21.3134,4554.4,3225.93,68.1791,53.4328,MT
222,ARIPUANA,2084.0,533.624,2.95873,12.0921,4.31862,77.5432,32.3242,66.6507,11.0365,3188.35,2624.48,46.4039,54.1267,MT
223,ALTO PARAISO,2619.0,74.6978,2.80336,10.0038,15.3494,71.134,66.25,52.8828,18.1367,2060.77,2870.89,55.3265,62.8866,RO
224,SENTO SE,2248.0,68.8896,2.58363,7.07295,3.15836,85.9431,38.7937,36.4769,3.55872,789.116,0.0,5.12577,39.1459,BA
225,BANZAE,1754.0,9.49949,3.45211,34.6066,17.2748,46.7503,51.1247,35.5188,11.0034,671.335,396.694,1.42531,43.3865,BA
226,MESSIAS,258.0,51.9303,6.64341,59.6899,18.6047,13.1783,24.3121,15.8915,0.775194,1506.61,0.0,7.42188,68.9922,AL
227,PARANAITA,1736.0,219.27,2.71947,4.43548,2.64977,90.4378,56.3268,65.4954,22.3502,2885.11,3173.38,77.9378,57.3733,MT
228,SANTA ROSA DO PURUS,632.0,44.3807,5.17722,62.0253,16.6139,14.7152,19.0855,22.943,1.10759,2051.26,0.0,3.63924,42.4051,AC
229,NOVA BANDEIRANTES,1626.0,411.178,2.89176,3.69004,9.9631,85.1784,44.8813,75.5228,10.3936,3476.11,0.0,80.3813,51.722,MT
230,MATA GRANDE,3260.0,10.5212,3.34233,46.2883,0.95092,42.2393,63.7037,40.7362,8.15951,498.903,0.0,3.34356,51.0429,AL
231,COLNIZA,3475.0,229.786,3.60604,5.00719,18.2446,75.0791,37.5036,70.964,14.1871,1308.61,0.0,61.1255,64.7482,MT
232,MANARI,2877.0,7.52488,5.59194,53.9798,0.243309,45.4293,61.5184,42.44,5.07473,415.035,0.0,4.97046,45.5683,PE
233,MACHADINHO DOESTE,4272.0,70.403,3.57491,4.65824,10.5337,81.6948,66.2823,38.4597,41.0581,2438.71,5015.82,44.2185,55.3137,RO
234,LAJEDO,1531.0,5.57944,2.75963,47.224,0.0653168,49.5101,49.9868,35.1404,19.4644,587.77,0.0,34.8138,74.2652,PE
235,CACHOEIRINHA,865.0,8.61675,2.11676,59.0751,0.0,40.9249,57.1791,38.0347,16.3006,995.278,0.0,0.810185,32.948,PE
236,PAULISTANA,2476.0,40.7525,2.93659,26.4943,0.52504,64.4588,24.7307,23.3037,14.9838,356.419,0.0,11.9644,33.1179,PI
237,CEDRO,637.0,12.6533,2.86813,25.7457,0.470958,72.8414,35.1625,25.7457,12.5589,595.533,0.0,24.6468,45.2119,PE
238,IBIRAPITANGA,2025.0,18.2242,2.99802,3.20988,93.1852,2.27161,16.2418,5.4321,0.592593,443.038,0.0,18.0247,52.6914,BA
239,TAVARES,1391.0,8.54732,3.6995,41.1934,0.0,56.5061,19.1927,47.7354,19.9856,416.026,0.0,44.9317,67.5773,PB
240,CUMARU DO NORTE,787.0,1173.59,5.84244,2.5413,0.508259,95.1715,62.4291,67.9797,24.9047,4144.94,3567.65,39.6442,58.7039,PA
241,ABAIARA,884.0,10.2162,3.01697,58.8235,0.339367,39.819,40.4886,10.9729,13.6878,1783.65,0.0,79.9774,55.2036,CE
242,AROEIRAS DO ITAIM,594.0,16.7031,3.08586,26.2626,0.16835,69.697,26.4569,19.5286,20.5387,733.513,0.0,20.3704,65.1515,PI
243,MONSENHOR HIPOLITO,1628.0,14.0318,2.97789,51.5356,20.6388,26.9042,24.466,21.683,7.92383,357.907,0.0,30.6034,44.9631,PI
244,SAO BENEDITO DO SUL,557.0,17.5901,1.87612,30.7002,26.93,42.1903,55.6116,36.2657,0.179533,958.492,0.0,4.3088,32.675,PE
245,BELEM,628.0,10.6108,2.47134,40.9236,3.66242,50.0,63.1491,46.8153,10.6688,424.565,0.0,42.3567,70.2229,PB
246,BOCA DA MATA,210.0,87.5154,4.27143,46.1905,1.42857,40.0,31.8054,48.5714,2.38095,623.872,0.0,61.4286,50.0,AL
247,IPIXUNA,1099.0,24.8488,4.37034,73.3394,3.82166,17.1975,33.0792,18.1984,0.0909918,1989.99,0.0,5.01475,48.2257,AM
248,LAGOA DE DENTRO,665.0,9.13772,3.18797,54.5865,3.15789,40.4511,58.5606,54.1353,2.70677,481.618,0.0,11.5964,46.6165,PB
249,CACIMBA DE AREIA,338.0,23.7744,2.89349,12.7219,0.0,82.5444,47.6495,33.1361,37.8698,582.17,0.0,37.8698,56.5089,PB
250,FRANCISCO AYRES,615.0,20.3856,2.25366,76.9106,0.325203,22.1138,7.2654,33.4959,3.08943,1377.32,0.0,35.7265,52.1951,PI
251,RIACHAO,309.0,15.5197,3.44013,33.657,0.970874,65.0485,63.4207,53.0744,15.8576,453.416,0.0,69.2557,66.0194,PB
252,JERICO,466.0,14.6509,2.50644,20.6009,0.214592,60.9442,32.5131,30.0429,43.133,494.097,0.0,64.8069,63.9485,PB
253,NOVO PROGRESSO,1318.0,638.769,3.35129,6.60091,2.2003,86.4947,40.9552,78.0728,5.84219,3859.66,3087.9,23.824,57.2838,PA
254,GOIANINHA,181.0,71.2605,5.74586,48.0663,6.62983,29.8343,27.6532,45.3039,7.18232,1665.35,0.0,19.209,32.5967,RN
255,FORMOSA DA SERRA NEGRA,1949.0,84.8428,5.12109,25.0898,0.153925,74.4997,54.795,77.373,8.82504,1999.59,0.0,30.118,68.1888,MA
256,SAO GONCALO DO PIAUI,449.0,12.0237,4.05568,50.5568,7.57238,35.8575,31.2243,19.3764,0.222717,2449.17,2750.0,64.7321,47.4388,PI
257,AGUA NOVA,139.0,25.0359,4.23741,32.3741,0.0,66.187,26.1175,25.1799,38.8489,599.823,0.0,43.1655,77.6978,RN
258,UBATA,607.0,30.4922,2.81549,4.11862,86.6557,6.09555,28.3576,10.8731,3.13015,3708.61,0.0,4.29043,52.7183,BA
259,ENCANTO,364.0,19.0642,4.6978,20.8791,0.549451,77.7473,70.101,26.6484,35.7143,634.672,0.0,32.6923,46.978,RN
260,BOM JESUS,319.0,28.8195,3.60815,46.0815,4.70219,47.0219,57.4475,46.7085,22.884,812.119,0.0,23.511,56.1129,RN
261,CANUTAMA,1029.0,153.511,4.44412,56.9485,4.7619,24.9757,23.3782,27.3081,3.10982,1803.43,0.0,5.53936,53.8387,AM
262,BOA VISTA DO SUL,886.0,9.33094,2.193,20.5418,6.99774,42.3251,15.5095,22.3476,25.1693,6047.09,3750.0,60.9481,78.5553,RS
263,CERRO CORA,962.0,10.7737,3.2183,12.7859,15.8004,71.1019,40.3079,55.9252,7.48441,387.604,0.0,24.4283,67.4636,RN
264,SAO PEDRO,278.0,41.5716,3.73741,18.3453,0.359712,80.2158,64.2178,41.7266,26.9784,434.218,0.0,44.964,63.6691,RN
265,PEDRA GRANDE,103.0,76.1462,6.40777,16.5049,2.91262,52.4272,29.9882,53.3981,10.6796,483.282,0.0,50.4854,50.4854,RN
266,SAPUCAIA DO SUL,37.0,21.5714,2.56757,16.2162,0.0,62.1622,36.4222,35.1351,24.3243,8122.64,0.0,8.10811,67.5676,RS
267,PAU DOS FERROS,411.0,39.7137,3.22871,12.6521,0.486618,86.3747,71.2637,35.2798,35.7664,493.307,0.0,44.2822,56.691,RN
268,SAO JOAO DA CANABRAVA,406.0,11.8477,3.49507,66.7488,1.72414,31.0345,10.2506,22.1675,11.33,507.362,0.0,4.92611,43.8424,PI
269,AXIXA DO TOCANTINS,152.0,54.4991,3.84211,15.7895,1.97368,79.6053,78.0608,51.3158,32.2368,2023.92,0.0,93.4211,44.0789,TO
270,GALINHOS,47.0,77.1957,11.8298,31.9149,2.12766,61.7021,57.348,34.0426,23.4043,1072.32,0.0,6.38298,55.3191,RN
271,MADEIRO,892.0,6.74562,5.88677,56.5022,1.00897,28.6996,33.6714,26.4574,2.46637,777.301,0.0,66.9412,65.0224,PI
272,ARAME,1402.0,88.7494,4.45792,39.1583,0.927247,58.3452,54.705,56.1341,7.20399,2628.33,0.0,21.0564,50.6419,MA
273,MIRANDA DO NORTE,260.0,76.7029,2.48077,70.0,0.769231,24.6154,79.6466,26.9231,1.92308,969.873,0.0,16.4835,61.9231,MA
274,AGUA BRANCA,448.0,5.43476,5.37277,43.5268,1.78571,44.4196,45.2326,12.5,2.23214,2344.26,0.0,62.754,31.0268,PI
275,BOCAINA,771.0,11.0223,2.12062,41.6342,2.72374,52.5292,35.7277,27.1077,7.6524,659.047,0.0,12.9702,50.1946,PI
276,PILOEZINHOS,588.0,6.59583,2.71939,29.2517,40.3061,27.8912,38.7588,35.8844,0.680272,643.744,0.0,17.517,72.1088,PB
277,CHOROZINHO,1383.0,9.78876,2.7209,24.0058,68.6913,6.79682,1.60808,14.5336,3.10918,425.134,0.0,14.8551,59.2914,CE
278,LIVRAMENTO,848.0,22.2734,3.5059,32.1934,0.0,67.4528,8.45777,54.0094,24.0566,335.035,0.0,21.934,82.783,PB
279,ATALAIA DO NORTE,1252.0,10.0773,4.08546,70.0479,22.0447,1.99681,0.3447,0.71885,0.0,2974.14,0.0,0.079936,45.6869,AM
280,NOVA BOA VISTA,374.0,22.5709,3.73529,58.8235,1.06952,39.3048,11.0484,21.123,53.7433,8176.04,3596.92,94.9062,78.877,RS
281,DUAS ESTRADAS,251.0,10.814,2.32669,41.4343,0.0,56.1753,65.8022,65.7371,1.59363,550.981,0.0,31.4741,59.761,PB
282,GRACA,1744.0,6.92157,2.73452,76.4908,2.98165,17.6606,4.3469,16.6284,2.86697,1212.15,0.0,27.7523,53.0963,CE
283,SANTO ANTONIO DE LISBOA,892.0,13.5964,2.8991,24.7758,42.6009,31.9507,26.891,18.9462,7.51121,429.817,0.0,19.4164,57.6233,PI
284,SAO JOAO DO ARRAIAL,703.0,11.046,4.39118,41.394,2.13371,29.1607,17.6066,22.3329,1.42248,943.105,0.0,52.3878,64.2959,PI
285,ITAICABA,904.0,8.29706,2.24779,46.792,4.09292,42.5885,16.7971,19.3584,4.42478,585.411,0.0,66.8142,70.354,CE
286,SOBRAL,5720.0,13.5609,2.28112,46.0839,0.909091,43.1993,51.602,6.41608,16.4336,658.06,0.0,12.7738,52.5874,CE
287,SAO JOAO DO CARU,359.0,53.1651,8.24791,25.6267,0.557103,64.9025,84.5108,59.8886,2.78552,889.159,0.0,15.5989,52.0891,MA
288,PACAJA,4422.0,182.637,4.2431,16.5536,11.8498,70.692,52.9761,68.1366,9.95025,610.38,0.0,9.47749,67.232,PA
289,MOJUI DOS CAMPOS,1575.0,84.5241,2.8927,60.127,15.6825,20.0,17.1581,23.8095,1.14286,3250.41,3165.45,9.71429,70.7302,PA
290,PUXINANA,1063.0,3.87243,2.94356,46.7545,0.376294,49.953,28.1485,35.3716,11.571,473.932,1680.0,8.93697,66.9802,PB
291,QUATIGUA,304.0,34.8442,1.94737,3.61842,2.96053,90.7895,83.9555,67.4342,19.0789,4886.21,1754.39,25.6579,59.2105,PR
292,SANTAREM,7379.0,24.463,3.70958,69.2235,4.8245,19.7994,22.6335,15.6796,1.49072,3148.17,3188.44,4.63167,70.416,PA
293,PORTEL,2348.0,44.8368,3.28407,89.1823,1.95911,6.26065,22.0643,4.21635,0.212947,1473.98,0.0,0.682885,42.1635,PA
294,MANAUS,1943.0,21.6191,4.72671,26.7627,21.1014,31.0859,5.6109,2.93361,1.90427,2961.78,0.0,21.5098,49.5111,AM
295,OEIRAS DO PARA,3725.0,10.2786,3.45315,53.1812,6.38926,1.55705,2.9381,2.65772,0.161074,1046.26,0.0,0.671321,74.604,PA
296,SANTA AMELIA,172.0,39.5272,3.47093,54.6512,6.39535,11.0465,12.2998,26.1628,5.81395,4686.07,3056.51,86.0465,27.907,PR
297,CAMPO DO MEIO,884.0,20.1424,3.95475,23.4163,56.3348,18.552,24.2119,13.2353,12.1041,5013.47,3895.41,72.3982,65.4977,MG
298,MATINHAS,937.0,3.44268,2.89007,22.8388,43.9701,26.7876,23.59,29.9893,1.92102,419.584,0.0,0.213447,72.2519,PB
299,MARAA,725.0,5.77372,4.13655,56.0,24.2759,3.44828,8.63246,6.34483,0.413793,1348.68,0.0,2.77008,53.931,AM
300,SAO SEBASTIAO DO UATUMA,408.0,72.6078,6.15441,57.3529,6.61765,31.6176,22.1207,41.1765,2.69608,4068.18,0.0,7.59804,62.9902,AM
301,MELGACO,1759.0,0.0702405,5.14724,26.7766,22.8539,1.42126,1.12502,0.341103,0.0,4568.63,0.0,0.113766,55.145,PA
302,RORAINOPOLIS,1919.0,108.701,3.67848,23.9708,21.8864,50.6514,24.3447,39.6561,5.31527,2610.27,0.0,25.0651,56.4356,RR
303,MACAPA,1828.0,71.2854,3.89934,34.3545,5.79869,21.2254,32.7121,6.61926,0.984683,2676.13,2790.85,11.4962,55.1422,AP
304,BONFIM,989.0,398.747,4.92315,44.9949,3.3367,48.635,54.021,22.4469,15.2679,2862.97,2801.22,13.7513,53.5895,RR
305,URUCARA,609.0,92.1167,5.99672,47.7833,11.8227,31.3629,38.1555,41.5435,3.94089,1025.56,0.0,5.58292,64.532,AM
306,FERREIRA GOMES,226.0,605.96,6.85398,42.0354,10.177,27.8761,11.8935,4.86726,1.32743,2317.92,3559.77,15.0442,53.9823,AP
307,ALTO ALEGRE,1364.0,211.496,5.66202,27.0528,17.4487,39.7361,50.6148,28.4457,2.78592,2998.47,2783.31,9.88201,31.6716,RR
308,CALCOENE,213.0,649.399,3.44131,38.9671,6.10329,30.5164,43.4216,9.38967,0.469484,2737.06,0.0,15.566,63.3803,AP
309,NORMANDIA,982.0,24.2893,4.46843,55.0916,3.46232,40.1222,81.4037,18.6354,15.7841,1558.94,0.0,5.39715,51.833,RR
310,AMAJARI,1412.0,271.987,5.07365,30.0991,1.13314,40.3683,65.1802,31.728,6.30312,2999.11,0.0,2.26629,29.8159,RR
311,PEIXE,889.0,411.948,3.89651,12.5984,0.449944,84.7019,49.6208,74.1282,13.7233,2784.29,2889.06,11.9235,48.7064,TO
312,JARAGUARI,1527.0,156.975,2.91618,15.7826,1.83366,75.9005,67.9381,40.1441,34.6431,3981.62,3317.02,19.188,40.8644,MS
313,ABAETE,983.0,158.012,3.29908,14.0387,0.712106,79.4507,56.3939,51.5768,39.471,8529.91,4736.17,32.2482,39.0641,MG
314,CARMO DO PARANAIBA,1544.0,73.8276,4.2215,7.51295,14.443,77.0078,67.545,39.6373,42.8109,6946.76,3223.15,36.7876,52.4611,MG
315,VARJAO DE MINAS,323.0,150.011,4.6904,16.4087,2.78638,79.5666,67.4367,45.2012,38.6997,7563.55,3929.87,7.12074,49.226,MG
316,CURVELO,1093.0,178.537,4.19122,26.258,3.1107,64.8673,47.9973,44.9222,34.1263,3504.18,2000.0,18.0238,44.3733,MG
317,IPAMERI,1193.0,279.797,3.43001,17.3512,0.670578,79.3797,43.3288,52.9757,31.6848,7314.38,3480.25,26.404,31.4334,GO
318,MINEIROS,1488.0,377.12,3.99798,11.8952,0.336022,85.8199,50.998,57.6613,19.3548,6682.67,3562.66,19.086,30.1075,GO
319,PRIMAVERA DO LESTE,361.0,1405.31,12.7091,61.4958,4.43213,27.9778,15.5078,24.3767,10.2493,5781.13,3311.55,74.7922,36.0111,MT
320,CRIXAS,1587.0,263.763,3.36232,1.19723,0.063012,98.1096,62.8451,78.4499,20.4789,1973.25,0.0,24.8267,40.9578,GO
321,ARUANA,271.0,992.76,4.37269,2.21402,0.0,93.7269,69.4245,54.6125,10.7011,5118.75,3602.53,5.90406,24.3542,GO
322,RONDOLANDIA,462.0,1548.6,5.10173,4.7619,9.95671,75.1082,28.5385,60.3896,16.8831,1312.5,0.0,53.8961,52.381,MT
323,SANTA LUZIA DO NORTE,19.0,177.595,24.0526,42.1053,26.3158,31.5789,3.43759,26.3158,15.7895,0.0,0.0,26.3158,31.5789,AL
324,COTRIGUACU,2047.0,264.421,3.15144,6.39961,6.05765,84.9536,31.5607,69.0278,17.8798,2355.23,0.0,29.9413,60.0391,MT
325,APUI,1091.0,310.52,3.89276,10.5408,5.77452,80.0183,35.8611,65.0779,17.0486,3423.73,0.0,40.3687,58.4785,AM
326,EIRUNEPE,1052.0,12.8039,4.68156,79.4677,5.70342,9.12547,50.6351,16.0646,0.95057,1819.72,0.0,20.0765,47.9087,AM
327,HUMAITA,768.0,114.856,3.58594,42.4479,20.1823,17.8385,30.9383,12.7604,3.77604,2401.77,3000.0,18.7671,57.8125,AM
328,SERITINGA,106.0,57.1379,2.32075,20.7547,0.943396,76.4151,76.2875,35.8491,52.8302,3367.6,0.0,29.2453,56.6038,MG
329,BALBINOS,64.0,113.2,4.09375,12.5,9.375,62.5,33.5643,53.125,14.0625,4535.38,0.0,51.5625,25.0,SP
330,SANTANA DO LIVRAMENTO,2962.0,227.267,3.02228,18.2309,1.35044,78.528,83.4628,70.898,14.1458,2430.71,2624.19,19.3209,53.106,RS
331,PASSAVINTE,216.0,46.3299,2.52315,3.7037,0.462963,94.4444,68.4584,25.0,66.2037,3004.06,0.0,0.462963,53.2407,MG
332,VERMELHO NOVO,732.0,12.1421,5.50137,9.56284,73.0874,16.8033,42.1933,14.3443,14.071,2392.28,0.0,38.2514,66.8033,MG
333,RIO GRANDE DO PIAUI,857.0,44.7854,4.24971,65.4609,1.51692,30.8051,11.0799,24.2707,6.30105,980.901,0.0,44.5093,60.7935,PI
334,SETE LAGOAS,651.0,39.1057,3.39478,14.4393,1.07527,43.9324,54.5729,23.1951,21.1982,2709.36,2772.04,12.596,51.3057,MG
335,MONTEIROPOLIS,316.0,15.0635,3.62975,49.6835,0.632911,49.6835,70.0552,33.2278,25.9494,2161.33,0.0,14.6032,34.4937,AL
336,SANTO ANTONIO,491.0,29.603,5.92872,41.3442,1.222,54.1752,78.357,67.8208,10.1833,602.61,0.0,72.7088,44.3992,RN
337,VISTA SERRANA,210.0,15.8165,1.68571,24.7619,0.0,74.7619,14.6866,26.1905,13.3333,273.136,0.0,70.4762,64.2857,PB
338,ARROIO DO SAL,67.0,51.4224,2.1194,40.2985,0.0,49.2537,59.7219,47.7612,29.8507,2637.21,0.0,8.95522,50.7463,RS
339,BALNEARIO PINHAL,19.0,461.937,16.7368,31.5789,0.0,63.1579,21.7249,57.8947,5.26316,3427.23,2756.76,17.6471,47.3684,RS
340,DOIS IRMAOS,221.0,8.84034,2.15837,46.6063,1.80995,27.6018,14.0,36.6516,13.1222,5395.85,0.0,49.3213,49.3213,RS
341,PASSO DE TORRES,107.0,36.7514,2.2243,31.7757,11.215,48.5981,28.7623,57.9439,12.1495,4098.42,0.0,39.2523,69.1589,SC
342,TREZE DE MAIO,604.0,15.8517,2.49669,41.7219,1.65563,39.7351,31.9642,54.8013,20.0331,7226.19,0.0,64.0728,81.1258,SC
343,TABOAO DA SERRA,2.0,15.6,1.5,50.0,50.0,0.0,3.20513,0.0,0.0,9120.0,0.0,50.0,0.0,SP
344,VARGEM GRANDE PAULISTA,53.0,8.40113,4.49057,0.0,0.0,7.54717,9.2081,1.88679,3.77358,500.0,0.0,58.4906,28.3019,SP
345,CRUZALIA,97.0,107.517,3.51546,91.7526,0.0,7.2165,1.06481,6.18557,9.27835,4919.33,3105.33,95.8763,24.7423,SP
346,RIO GRANDE,915.0,210.046,3.58689,18.7978,0.10929,67.1038,58.0921,53.7705,14.6448,3299.1,3204.08,34.2163,58.6885,RS
347,CORREGO DO BOM JESUS,297.0,21.6723,2.73064,8.08081,1.3468,79.1246,80.0418,42.4242,35.0168,2565.8,0.0,13.1313,62.2896,MG
348,SANTA GERTRUDES,35.0,192.117,4.97143,37.1429,2.85714,45.7143,3.08439,22.8571,14.2857,7441.73,2943.81,34.2857,28.5714,SP
349,TACIBA,194.0,232.11,2.97423,17.0103,4.12371,76.8041,30.5388,56.1856,27.3196,4621.67,3162.78,33.5052,35.0515,SP
